"Site_ID"	"Full_Site_Name"	"Tick_Sampled"	"Years_of_Tick_Sampling"	"Date_of_Tick_Samples"	"Soil_Sampled"	"Years_of_Soil_Samples"	"Date_of_Soil_Sample"	"date"	"tdmean"	"tmax"	"tmean"	"tmin"	"vpdmax"	"vpdmin"	"soil_tdmean"	"soil_tmax"	"soil_tmean"	"soil_tmin"	"soil_vpdmax"	"soil_vpdmin"	"prev_30_day_avg_tdmean"	"prev_30_day_avg_tmax"	"prev_30_day_avg_tmean"	"prev_30_day_avg_tmin"	"prev_30_day_avg_vpdmax"	"prev_30_day_avg_vpdmin"	"prev_year_avg_tdmean"	"prev_year_avg_tmax"	"prev_year_avg_tmean"	"prev_year_avg_tmin"	"prev_year_avg_vpdmax"	"prev_year_avg_vpdmin"	"prev_2years_avg_tdmean"	"prev_2years_avg_tmax"	"prev_2years_avg_tmean"	"prev_2years_avg_tmin"	"prev_2years_avg_vpdmax"	"prev_2years_avg_vpdmin"	"prev_5years_avg_tdmean"	"prev_5years_avg_tmax"	"prev_5years_avg_tmean"	"prev_5years_avg_tmin"	"prev_5years_avg_vpdmax"	"prev_5years_avg_vpdmin"	"soil_prev_30_day_avg_tdmean"	"soil_prev_30_day_avg_tmax"	"soil_prev_30_day_avg_tmean"	"soil_prev_30_day_avg_tmin"	"soil_prev_30_day_avg_vpdmax"	"soil_prev_30_day_avg_vpdmin"	"soil_prev_year_avg_tdmean"	"soil_prev_year_avg_tmax"	"soil_prev_year_avg_tmean"	"soil_prev_year_avg_tmin"	"soil_prev_year_avg_vpdmax"	"soil_prev_year_avg_vpdmin"	"soil_prev_2years_avg_tdmean"	"soil_prev_2years_avg_tmax"	"soil_prev_2years_avg_tmean"	"soil_prev_2years_avg_tmin"	"soil_prev_2years_avg_vpdmax"	"soil_prev_2years_avg_vpdmin"	"soil_prev_5years_avg_tdmean"	"soil_prev_5years_avg_tmax"	"soil_prev_5years_avg_tmean"	"soil_prev_5years_avg_tmin"	"soil_prev_5years_avg_vpdmax"	"soil_prev_5years_avg_vpdmin"	"summer_seasonal_avg_tdmean"	"summer_seasonal_avg_tmax"	"summer_seasonal_avg_tmean"	"summer_seasonal_avg_tmin"	"summer_seasonal_avg_vpdmax"	"summer_seasonal_avg_vpdmin"	"fall_seasonal_avg_tdmean"	"fall_seasonal_avg_tmax"	"fall_seasonal_avg_tmean"	"fall_seasonal_avg_tmin"	"fall_seasonal_avg_vpdmax"	"fall_seasonal_avg_vpdmin"	"spring_seasonal_avg_tdmean"	"spring_seasonal_avg_tmax"	"spring_seasonal_avg_tmean"	"spring_seasonal_avg_tmin"	"spring_seasonal_avg_vpdmax"	"spring_seasonal_avg_vpdmin"	"winter_seasonal_avg_tdmean"	"winter_seasonal_avg_tmax"	"winter_seasonal_avg_tmean"	"winter_seasonal_avg_tmin"	"winter_seasonal_avg_vpdmax"	"winter_seasonal_avg_vpdmin"	"soil_fall_seasonal_avg_tdmean"	"soil_fall_seasonal_avg_tmax"	"soil_fall_seasonal_avg_tmean"	"soil_fall_seasonal_avg_tmin"	"soil_fall_seasonal_avg_vpdmax"	"soil_fall_seasonal_avg_vpdmin"	"soil_summer_seasonal_avg_tdmean"	"soil_summer_seasonal_avg_tmax"	"soil_summer_seasonal_avg_tmean"	"soil_summer_seasonal_avg_tmin"	"soil_summer_seasonal_avg_vpdmax"	"soil_summer_seasonal_avg_vpdmin"	"soil_spring_seasonal_avg_tdmean"	"soil_spring_seasonal_avg_tmax"	"soil_spring_seasonal_avg_tmean"	"soil_spring_seasonal_avg_tmin"	"soil_spring_seasonal_avg_vpdmax"	"soil_spring_seasonal_avg_vpdmin"	"soil_winter_seasonal_avg_tdmean"	"soil_winter_seasonal_avg_tmax"	"soil_winter_seasonal_avg_tmean"	"soil_winter_seasonal_avg_tmin"	"soil_winter_seasonal_avg_vpdmax"	"soil_winter_seasonal_avg_vpdmin"	"max_snow_depth"	"number_snow_days"	"soil_number_snow_days"	"soil_max_snow_depth"	"ndvi_buff"	"ndvi_point"	"soil_ndvi_buff"	"soil_ndvi_point"	"latitude"	"longitude"
1	"Chippewa National Forrest"	"Yes"	2017	2017-04-22	"Yes"	2019	2019-10-18	2017-04-22	-0.474000006914139	17.2709999084473	8.37700080871582	-0.514999985694885	14.878999710083	0.187000006437302	2.0699999332428	11.5170001983643	5.38049983978271	-0.755999982357025	6.4539999961853	0.0500000007450581	-0.318333335220814	13.8339668472608	7.60423366924127	1.37523334026337	10.7850000063578	0.910533336301645	-1.93103286248364	8.44124385330775	2.53213162816142	-3.37687946051767	7.64147398194222	0.436153424143383	-1.39562465293358	8.60963014700029	2.83933287313182	-2.93084520993065	7.6821356317156	0.419020547846664	-0.00653644389383596	10.5631052096453	4.49217222824285	-1.57856822069683	9.0639342496738	0.450907945332679	-6.60786664883296	1.59243336319923	-2.70756990859906	-7.00759999062866	3.85176666180293	0.43393332871298	-0.258780853873859	11.0026082218102	4.85268628156859	-1.29692054473068	10.2625588690581	0.578142466582039	-1.39575891788437	9.49306299784412	3.16691029894689	-3.15902876004015	9.25883148365641	0.46135890397055	-0.533391234333793	10.0494580704892	3.87841137321436	-2.29235946292644	8.91720876385088	0.408629589504754	13.6950217874154	23.9247825456702	18.2763813267583	12.6290978037793	14.045076041118	0.669021740717732	4.83651648334913	13.401692282562	8.43809928933343	3.47542855642982	7.30131870049697	0.451868132304318	-3.01458701264599	9.65981524826392	3.39526098990894	-2.8688043341567	8.02372828838618	0.551347826789741	-12.6181888265742	-4.80862218141556	-9.92424495998356	-15.0406777468096	1.77054445114401	0.222211112263095	1.86862067634176	8.91122993861122	4.75771368765968	0.604241363254601	4.97158621234455	0.336908042131142	12.6320434653241	23.989652239758	17.7935244933419	11.597489103027	15.3656521918981	0.568706523181628	-3.58288041421253	7.96031526872969	1.78228999514376	-4.39595653060014	7.11347828287145	0.335532610466623	-15.570344499747	-7.71732223133246	-13.4954561928908	-19.2744778023826	1.26713332649734	0.144944443367422	312.927307128906	91	90	552.461608886719	63.3955410025841	61.9420013427734	81.1694462909255	75.7027206420898	47.49541	-93.65031
2	"Itasca State Park"	"Yes"	2017	2017-06-20	"Yes"	2019	2019-11-16	2017-06-20	8.02200031280518	21.0330009460449	14.9100008010864	8.78699970245361	15.8140001296997	0.248999997973442	-9.44099998474121	0.485000014305115	-5.66139984130859	-11.8079996109009	3.43799996376038	0.256000012159348	12.1774667263031	24.1591999053955	17.3113007863363	10.4644667228063	16.3559667110443	0.460466665433099	-1.48215890172614	9.59550960507397	3.03053164653582	-3.53436163848598	8.88172054723518	0.397616438892326	-1.46680136479641	8.94638631590833	2.62968703330788	-3.6869383654621	8.39890548190842	0.339010959519679	0.108203833599205	10.7653676796776	4.4576873467934	-1.84979123254957	9.34304054550929	0.404922192081592	-2.89696671751638	8.30153331756592	2.65868352775772	-2.98353335609039	6.95516667167346	0.463300001555278	-0.769457555659217	10.6575890434523	4.25902350208633	-2.13929588435447	10.1506739390223	0.561115069778904	-1.81405754792823	9.19811915938985	2.73235424288791	-3.73322328332148	9.19860682663036	0.452409589249315	-0.60272383827461	10.0257682074953	3.81263388744772	-2.40023398240747	8.90908328449889	0.405927123894201	12.454423914785	24.7653043373771	17.6628486591837	10.5613695538562	17.4733478167783	0.376250001346267	4.60741757364063	13.2124945336318	7.92805526577509	2.64437360504826	7.38208792694322	0.330351649279512	-2.82682611270929	10.5182174258339	3.64313058393157	-3.23148908717153	8.96498910888382	0.544304349539427	-13.1148666209852	-4.97193337033192	-10.5371782809496	-16.1030889937861	1.70620001388921	0.180311111554814	1.72167818147646	9.0793103402716	4.51252403641227	-0.0542183790741296	5.41024140516917	0.288482757768294	12.8883587102527	24.6139567105666	18.1188451725504	11.6238152540248	16.7208043051803	0.569086954931465	-3.43243477048109	8.11383693713857	1.24478024584444	-5.62445654898234	7.43716307761876	0.249902173365547	-16.0800111134847	-8.06554439730114	-14.0268563310305	-19.9890000131395	1.2540777772665	0.145277778742214	427.034790039062	91	90	477.952117919922	59.7022646698504	60.4272422790527	79.0589370938296	81.6277618408203	47.19567	-95.2576
3	"Itasca State Park"	"Yes"	2019	2019-06-13	"Yes"	2019	2019-11-16	2019-06-13	1.6360000371933	16.8570003509521	9.76749992370605	2.67799997329712	13.2349996566772	0.435999989509583	-9.44099998474121	0.485000014305115	-5.66139984130859	-11.8079996109009	3.43799996376038	0.256000012159348	12.9567000031471	24.079266834259	18.0796160380046	12.08003338178	15.5793999433517	0.618766670643042	7.92892055793678	19.6735425073398	13.5667635628418	7.46055890350309	14.3392986170233	0.772594520529694	4.16451506050023	15.1366507153295	9.217225728531	3.29818493211451	11.7214808285236	0.684817808250775	2.07316875468072	12.5911517814514	6.85703237513412	1.12326903300105	10.0297063128589	0.602846575011691	-2.24213330944379	9.1612332046032	3.72525022054712	-1.71016664505005	7.40806669195493	0.609066661943992	0.61398904008204	11.8533397233854	5.87497151985969	-0.103021940190906	10.7388739595674	0.731219178958707	-0.432582212050688	10.4303822034434	4.46886117957941	-1.49241233513027	9.83282329513602	0.658646575693194	0.807957247593121	11.2538186213759	5.5504301452009	-0.15263398097828	9.40491782016134	0.596368766803077	12.8883587102527	24.6139567105666	18.1188451725504	11.6238152540248	16.7208043051803	0.569086954931465	0.0362857149525003	7.54909889897393	2.88906607948817	-1.770549467468	5.43627472467475	0.243505495258832	-3.43243477048109	8.11383693713857	1.24478024584444	-5.62445654898234	7.43716307761876	0.249902173365547	-16.0800111134847	-8.06554439730114	-14.0268563310305	-19.9890000131395	1.2540777772665	0.145277778742214	1.72167818147646	9.0793103402716	4.51252403641227	-0.0542183790741296	5.41024140516917	0.288482757768294	12.8883587102527	24.6139567105666	18.1188451725504	11.6238152540248	16.7208043051803	0.569086954931465	-3.43243477048109	8.11383693713857	1.24478024584444	-5.62445654898234	7.43716307761876	0.249902173365547	-16.0800111134847	-8.06554439730114	-14.0268563310305	-19.9890000131395	1.2540777772665	0.145277778742214	477.952117919922	90	90	477.952117919922	79.0589370938296	81.6277618408203	79.0589370938296	81.6277618408203	47.19567	-95.2576
4	"Camp Ripley"	"Yes"	2017	2017-06-01	"Yes"	2019	2019-10-18	2017-06-01	2.69300007820129	22.2770004272461	13.3740005493164	4.47200012207031	20.9629993438721	0.472000002861023	2.43099999427795	12.9169998168945	5.93440008163452	-1.04799997806549	7.54899978637695	0.12899999320507	10.8769333600998	24.9903999964396	18.1953674952189	11.4013667106628	19.9739999453227	1.06036666631699	-0.160646563427752	10.7558958758434	4.74090156177544	-1.27390138302764	9.4924356320133	0.551873973267127	-0.0209602709228096	10.0690082180071	4.34918178890207	-1.37050959435483	8.5954685039308	0.475319178568276	1.5461172465212	12.0344635642106	6.2559454379394	0.477671224924749	9.85359836887007	0.599216986910874	-5.67770001987616	3.48926668961843	-1.14377662440141	-5.77683333406846	4.56290003856023	0.480466661353906	1.08059999766211	12.3680465740292	6.49451072677358	0.62141368423831	10.9435041004664	0.752989041203097	-0.048800016863093	10.7925726138362	4.90409380073519	-0.984097268652452	9.93532192658072	0.668393150671092	0.852107930709544	11.2768043754462	5.59772483236833	-0.0810257619152432	9.41582905417436	0.598854246160385	13.3404130754264	25.0661847176759	18.7745878800102	12.484076085298	17.2924673712772	0.6282826056299	5.59889014923925	14.7545934186859	9.45796753482504	4.16206591879274	8.52712087546076	0.429461537297447	-0.844032571833257	11.4960543283302	5.53438067630581	-0.426684784864926	8.93176087607508	0.693315216765294	-10.6979666614698	-2.93431111988094	-7.84040034943157	-12.7472221776429	2.05681109875441	0.247422221290051	2.86017239025269	11.0680919750326	6.50678255109266	1.94552871854655	6.47745975954779	0.439425284920753	14.1503043174744	25.2622717152471	19.4854168373605	13.7086738840393	16.4669783063557	0.806706525971253	-2.21452178222978	8.7820434887772	2.84371280572985	-3.09479349430489	7.40784781717736	0.44482608459404	-14.4716332938936	-6.86075562420819	-12.2527004930708	-17.6455333418316	1.32515555355284	0.16547777755186	180.245483398438	91	90	349.092590332031	55.6875818931088	62.3488922119141	71.8440050290746	74.9095993041992	46.10728	-94.37419
5	"Camp Ripley"	"Yes"	2019	2019-05-16	"Yes"	2019	2019-10-18	2019-05-16	4.29199981689453	23.69700050354	16.7019996643066	9.70699977874756	23.7840003967285	0.640999972820282	2.43099999427795	12.9169998168945	5.93440008163452	-1.04799997806549	7.54899978637695	0.12899999320507	7.59569996198018	21.2332332452138	14.786493007342	8.33986662427584	16.5155000408491	0.986133338138461	9.59385751049762	21.262293160819	15.3443911383005	9.42699452562079	15.2300931541887	0.831487672250042	5.32089588173014	16.75968630419	10.7640231267332	4.76877670618514	12.7674411049444	0.730946576310328	3.13571834264298	14.1844624656005	8.36855682887647	2.55303177551149	11.0671485051227	0.68517205566053	-5.67770001987616	3.48926668961843	-1.14377662440141	-5.77683333406846	4.56290003856023	0.480466661353906	2.22459450977255	14.0024356324991	7.88222037945708	1.76243014684177	11.9773342542452	0.70796438401297	1.12072876994817	12.4787054810864	6.40651031411062	0.334649326374167	10.8959178113774	0.675179452752242	1.93213094608067	12.8678010973952	7.08832761607962	1.30923616291419	10.4024005574723	0.662778082839851	15.4396195256192	25.7923261808312	20.1021856950677	14.4129782500474	15.825413097506	0.620304351459946	1.4183846366602	9.46263737403429	4.79334085882938	0.124472573215326	6.07943954081326	0.358945055117646	-2.21452178222978	8.7820434887772	2.84371280572985	-3.09479349430489	7.40784781717736	0.44482608459404	-14.4716332938936	-6.86075562420819	-12.2527004930708	-17.6455333418316	1.32515555355284	0.16547777755186	2.86017239025269	11.0680919750326	6.50678255109266	1.94552871854655	6.47745975954779	0.439425284920753	14.1503043174744	25.2622717152471	19.4854168373605	13.7086738840393	16.4669783063557	0.806706525971253	-2.21452178222978	8.7820434887772	2.84371280572985	-3.09479349430489	7.40784781717736	0.44482608459404	-14.4716332938936	-6.86075562420819	-12.2527004930708	-17.6455333418316	1.32515555355284	0.16547777755186	349.092590332031	90	90	349.092590332031	71.8440050290746	74.9095993041992	71.8440050290746	74.9095993041992	46.10728	-94.37419
6	"Carlos Avery State Wildlife Management Area"	"Yes"	2017	2017-04-21	"Yes"	2019	2019-10-19	2017-04-21	2.40700006484985	9.52099990844727	4.35100030899048	-0.816999971866608	4.6230001449585	0.0359999984502792	5.75299978256226	19.7549991607666	12.7288999557495	5.70300006866455	14.3420000076294	1.40499997138977	3.18929997521142	17.5424998601278	11.1852672408024	4.8290999867022	13.6265998959541	1.18186666145921	0.782909559438082	11.8641863067571	5.85405784130913	-0.155816439113082	10.0862821732482	0.519679450913498	1.23346984227226	11.9736753620054	6.13178193016003	0.290119194508568	10.0183739636655	0.543382191269065	2.5337347927465	13.6037265816238	7.70159881373842	1.79974905394062	11.0196104015961	0.628826301251155	-5.26783334215482	4.88666663560628	0.0755500080684821	-4.73556665678819	5.34399998188019	0.514799997641239	2.27817806652556	13.9813451947054	7.93688039064203	1.89283561084471	11.8164301009211	0.709799998178951	1.18094795560847	12.4136383453995	6.43635399896294	0.459408231199502	10.7178301259263	0.677647945480676	1.99257865059764	12.7747035460204	7.10183824570875	1.42937316014546	10.2039386247609	0.665507945112361	15.8482608432355	27.264271715413	21.2178053233934	15.1722065158512	18.8220978767976	0.782543477802234	6.68499997731012	16.8042637735278	11.1662642549682	5.5291758322945	10.1570109620199	0.535978021857503	0.126847836269957	12.8577608201329	6.93911990013136	1.02122827967548	9.74026087315186	0.840249999709751	-9.30405559572909	-1.0393111133948	-5.67032251656055	-10.3019333125816	2.65925554798709	0.359122221293445	3.75817243091163	12.6209655294246	7.88001239946348	3.13911495012922	7.62127583294079	0.418149423932699	14.8521087376968	26.6126848096433	20.4047277284705	14.1968695288119	18.592402269011	0.627097828414939	-1.18288043125168	10.88026091505	4.57334004723184	-1.73360871288763	8.97144560191942	0.459771739721359	-11.9795555466165	-4.22510000086493	-9.12707819566131	-14.0299444456895	1.6994222222103	0.212288887837591	250.542465209961	91	85	428.845855712891	57.4763141978871	55.0299110412598	66.75396910318	72.6558303833008	45.35073	-93.0312
7	"Curt's Farm"	"Yes"	2017	2017-04-06	"No"	NA	NA	2017-04-06	-5.13199996948242	12.2089996337891	6.13100051879883	0.0549999997019768	10.75	1.95899999141693	NA	NA	NA	NA	NA	NA	1.70640000359854	14.2069333394368	8.42753373384476	2.6491333241264	9.99059997002284	0.795466662570834	1.2213589092286	12.2349534269269	6.29904417220171	0.363441082712722	10.1108876855406	0.542306849969653	1.33607809270863	12.0066328791519	6.24897263474724	0.491584918648005	9.93519998974588	0.563939726358752	2.45514302130336	13.4802317824164	7.62229552743446	1.7646471239333	10.8770701299057	0.63360000003512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.9339457232019	27.1568477672079	21.2106640649878	15.2654130873473	18.4424891471863	0.764250001217158	6.71915388091948	16.6586263336978	11.1300444937014	5.60249448944252	9.91645062035257	0.549868130790336	0.158467356865952	12.7271847594124	6.92914166341981	1.13191303205879	9.56543479665466	0.859543480991345	-9.23355549640126	-1.13288886704379	-5.63182249516249	-10.1312444790784	2.59833334916168	0.368066665902734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	289.714233398438	91	NA	NA	56.2175607471676	57.4834136962891	NA	NA	45.31014	-93.03169
8	"Curt's Farm"	"Yes"	2019	2019-04-29	"No"	NA	NA	2019-04-29	-2.0789999961853	13.1479997634888	7.08290004730225	1.01800000667572	10.9359998703003	0.560999989509583	NA	NA	NA	NA	NA	NA	4.16086662511031	16.4877333323161	10.6545231501261	4.82139999705056	11.8489333868027	0.567866667142759	9.19668218936414	20.8875562059553	14.9048497127752	8.92260820805542	14.7745479510255	0.651578081475749	4.50598355232649	15.8952370040221	9.80124141175351	3.70760272444379	12.2229013579349	0.578341095792512	2.38960986128791	13.1045424648323	7.22598932164019	1.3478191632757	10.2363156070121	0.514810959671764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.2603478639022	27.2469239027604	21.279424895411	15.312934756279	18.0202281500982	0.714804348981251	2.54143956958593	11.4402637622514	6.67479150914229	1.90973626748546	7.42224176113422	0.505604394444183	-1.11236957557823	10.8613152288548	4.64132915570846	-1.57866300784213	8.90502173323994	0.461586957088793	-11.8993888581793	-4.21305555817154	-9.04432267852955	-13.876400084628	1.68698888437615	0.2106666674333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	406.385070800781	85	NA	NA	69.0998764142885	73.5818557739258	NA	NA	45.31014	-93.03169
9	"St Croix State Park"	"Yes"	2018	2018-06-27	"Yes"	2019	2019-10-19	2018-06-27	14.8959999084473	20.7910003662109	17.0470008850098	13.3030004501343	5.71700000762939	0.389999985694885	5.45800018310547	17.9750003814697	11.40149974823	4.82800006866455	11.8620004653931	1.16299998760223	16.8369998931885	27.404700088501	21.5057342529297	15.6077332496643	17.3623666763306	0.535966668650508	0.379835623992633	10.1815671351879	4.6364726345731	-0.908534247764986	8.298473995924	0.413413697277987	4.33018492008113	15.1427054964618	9.25627466404479	3.37018355171337	11.3208493174347	0.512409588748634	1.81115944665869	12.4060860206677	6.51507986377618	0.624410394928482	9.81318519737622	0.492764932123166	-5.54786671102047	3.68233332931995	-0.836006574829419	-5.35436666111151	4.61676666736603	0.427499998360872	1.32176985256884	12.7028356442611	6.57739238974779	0.452347943115316	10.9460191535623	0.547139725772894	0.210517790331824	11.1932726023948	5.0694606695018	-1.05402056586304	9.9815506678738	0.518002740393252	1.14121972307333	11.6113040999313	5.79726115505836	-0.0163813804745776	9.36437478239406	0.489650412042536	15.0599238768868	26.0265869472338	19.8846749015476	13.7437825824903	16.4176740413127	0.5557826104088	3.60268126608251	13.3655604652979	7.55289046990347	1.74062638418688	8.62071424133175	0.306362637154922	-2.25700000390086	11.4676304841009	4.76592412431036	-1.93565217097816	10.66043475659	0.785391301463318	-14.2544999135865	-5.40279994077153	-11.2419449718462	-17.0819777422481	1.91321112149292	0.219088888623648	3.0842068633814	11.3015057447998	6.73955040073943	2.17765513425372	6.56110346111758	0.362321839742791	13.6578260556511	25.4181848194288	19.1231113724087	12.8281304240227	17.151956550453	0.69016304280123	-2.16022825370664	9.48593477240723	3.34788237718622	-2.79026083599614	7.85706525587517	0.419858695756968	-12.6439332985216	-5.13432220088111	-10.2230004875196	-15.3125222259098	1.4975444406271	0.182244442998328	251.609710693359	90	90	434.776672363281	60.7830665923737	59.4239387512207	66.2279313999218	66.4438095092773	45.95399	-92.73269
10	"St Croix State Park"	"Yes"	2019	2019-06-10	"Yes"	2019	2019-10-19	2019-06-10	10.1700000762939	22.576000213623	14.5159997940063	6.45599985122681	11.5659999847412	0.28099998831749	5.45800018310547	17.9750003814697	11.40149974823	4.82800006866455	11.8620004653931	1.16299998760223	12.9770332813263	24.4988335291545	18.5816661198934	12.6645666519801	16.0933666308721	0.763566666096449	9.01630957718581	21.0686356174619	15.2324934105351	9.39695068186226	15.4932821925372	1.14911232828992	5.75229724898475	16.5102561407608	11.0500167275026	5.59027123395736	12.2017630161488	0.960417808337003	3.86707670615705	13.814033959216	8.57365017745567	3.33371343938557	10.161276159907	0.771199452079297	-5.54786671102047	3.68233332931995	-0.836006574829419	-5.35436666111151	4.61676666736603	0.427499998360872	2.53257259136091	13.9835945068565	8.38557602642742	2.78805482356414	11.9257177984878	1.11199451915103	1.77927806378432	12.2335027128356	6.82937991954386	1.4256835727608	10.2829520583153	0.923260273726191	2.70978684745984	12.4590153255365	7.30357903414163	2.14857426410515	9.46257424023053	0.754596712292134	13.6578260556511	25.4181848194288	19.1231113724087	12.8281304240227	17.151956550453	0.69016304280123	1.83253847766709	10.1905933715976	5.59439587069082	0.998736274848273	6.48731862254195	0.44485714023416	-2.16022825370664	9.48593477240723	3.34788237718622	-2.79026083599614	7.85706525587517	0.419858695756968	-12.6439332985216	-5.13432220088111	-10.2230004875196	-15.3125222259098	1.4975444406271	0.182244442998328	3.0842068633814	11.3015057447998	6.73955040073943	2.17765513425372	6.56110346111758	0.362321839742791	13.6578260556511	25.4181848194288	19.1231113724087	12.8281304240227	17.151956550453	0.69016304280123	-2.16022825370664	9.48593477240723	3.34788237718622	-2.79026083599614	7.85706525587517	0.419858695756968	-12.6439332985216	-5.13432220088111	-10.2230004875196	-15.3125222259098	1.4975444406271	0.182244442998328	434.776672363281	90	90	434.776672363281	66.2279313999218	66.4438095092773	66.2279313999218	66.4438095092773	45.95399	-92.73269
